user_id;education;car_flg;flat_flg;gender;salary;age;previous_purchases_flg;in_users_base_flg;number_of_previous_products
150;higher;1;0.0;1;9295.0;51.0;0;0;9.0
151;secondary;1;1.0;0;14562.0;48.0;0;1;9.0
152;primary;1;1.0;0;6980.0;54.0;0;1;13.0
153;higher;1;0.0;0;7049.0;52.0;0;1;12.0
154;primary;1;1.0;0;6422.0;53.0;0;1;10.0
155;secondary;1;0.0;1;10467.0;51.0;0;1;0.0
156;secondary;1;0.0;0;8345.0;53.0;0;1;13.0
157;secondary;1;1.0;0;8418.0;58.0;0;1;12.0
158;secondary;0;0.0;0;10873.0;46.0;0;1;7.0
159;primary;0;0.0;0;10335.0;60.0;0;1;9.0
160;higher;1;0.0;1;8570.0;47.0;0;1;8.0
161;primary;0;0.0;0;11978.0;45.0;0;1;6.0
162;higher;1;1.0;0;7130.0;61.0;0;1;9.0
163;secondary;0;0.0;1;11407.0;52.0;0;1;6.0
164;secondary;0;1.0;0;8492.0;49.0;0;1;
165;primary;0;1.0;0;6338.0;58.0;0;1;13.0
166;primary;1;0.0;1;10203.0;44.0;0;1;5.0
167;primary;0;0.0;0;7879.0;53.0;0;1;9.0
168;primary;0;0.0;1;8323.0;48.0;0;1;10.0
169;higher;0;1.0;1;5782.0;45.0;0;1;11.0
170;higher;1;0.0;1;5758.0;41.0;0;0;9.0
171;higher;0;1.0;0;14238.0;42.0;0;1;6.0
172;primary;1;0.0;1;6384.0;64.0;1;1;
173;secondary;1;0.0;0;6520.0;50.0;1;1;3.0
174;primary;1;0.0;1;6388.0;50.0;0;1;9.0
175;secondary;1;0.0;0;7811.0;56.0;0;0;7.0
176;higher;0;0.0;0;5770.0;43.0;0;1;9.0
177;secondary;1;0.0;0;10724.0;53.0;0;1;12.0
178;secondary;0;1.0;0;10421.0;53.0;0;1;5.0
179;primary;1;1.0;1;7132.0;57.0;0;1;14.0
180;secondary;1;1.0;1;5902.0;49.0;0;1;11.0
181;primary;0;1.0;1;9373.0;53.0;1;1;12.0
182;primary;1;0.0;1;5913.0;45.0;0;1;12.0
183;secondary;1;0.0;1;8171.0;52.0;1;1;7.0
184;higher;0;0.0;1;6133.0;55.0;1;1;
185;primary;0;1.0;1;4801.0;50.0;0;1;
186;higher;0;1.0;0;6991.0;;1;1;6.0
187;secondary;1;0.0;0;10240.0;53.0;0;1;7.0
188;secondary;0;0.0;0;15541.0;38.0;0;1;6.0
189;secondary;1;1.0;0;6880.0;53.0;0;1;8.0
190;secondary;1;1.0;1;7289.0;69.0;1;1;24.0
191;primary;1;1.0;1;4681.0;44.0;0;1;12.0
192;higher;0;1.0;1;8438.0;43.0;0;0;9.0
193;secondary;1;1.0;1;7149.0;53.0;0;1;9.0
194;secondary;0;1.0;1;5553.0;50.0;1;0;31.0
195;higher;0;0.0;1;4322.0;;1;1;10.0
196;primary;0;1.0;0;8781.0;50.0;0;1;11.0
197;higher;1;0.0;1;8330.0;40.0;1;0;
198;primary;1;1.0;1;6543.0;49.0;1;1;7.0
199;primary;0;0.0;1;5707.0;50.0;0;1;13.0
200;secondary;0;0.0;1;6512.0;58.0;0;1;5.0
201;secondary;1;1.0;0;8463.0;42.0;0;0;12.0
202;higher;0;1.0;0;8568.0;36.0;0;1;3.0
203;secondary;0;1.0;0;9436.0;55.0;0;1;14.0
204;higher;1;0.0;1;12191.0;49.0;0;0;5.0
205;secondary;1;0.0;0;8538.0;38.0;1;1;10.0
206;secondary;0;1.0;0;5960.0;53.0;0;1;9.0
207;higher;1;0.0;1;5509.0;56.0;0;1;11.0
208;secondary;0;0.0;0;7892.0;62.0;0;0;7.0
209;secondary;1;0.0;0;7666.0;32.0;1;1;36.0
210;higher;0;0.0;0;;44.0;0;1;34.0
211;secondary;1;1.0;0;7083.0;51.0;0;1;6.0
212;primary;1;0.0;1;7191.0;52.0;0;1;5.0
213;higher;0;0.0;1;6504.0;30.0;0;1;11.0
214;secondary;1;0.0;0;6950.0;60.0;0;1;12.0
215;primary;1;1.0;0;10199.0;;0;1;11.0
216;higher;1;1.0;0;7478.0;43.0;0;1;6.0
217;secondary;0;0.0;0;8045.0;52.0;0;0;12.0
218;higher;0;1.0;0;8386.0;52.0;0;0;15.0
219;primary;1;1.0;0;9186.0;;0;1;
220;higher;0;1.0;1;4988.0;46.0;0;1;12.0
221;higher;1;1.0;0;5436.0;34.0;0;1;14.0
222;primary;1;0.0;0;6550.0;51.0;0;1;4.0
223;secondary;0;0.0;0;11985.0;45.0;0;1;13.0
224;primary;1;1.0;0;4903.0;53.0;0;1;
225;higher;0;1.0;1;8736.0;44.0;0;1;7.0
226;primary;1;1.0;0;10421.0;46.0;0;1;12.0
227;higher;1;1.0;0;9417.0;47.0;0;1;7.0
228;higher;1;1.0;0;9591.0;41.0;0;1;6.0
229;secondary;1;0.0;1;5960.0;50.0;0;1;
230;higher;1;1.0;1;6746.0;55.0;0;1;11.0
231;primary;1;0.0;0;10820.0;;0;1;8.0
232;higher;0;1.0;0;8006.0;49.0;0;1;8.0
233;secondary;0;0.0;1;6123.0;42.0;0;1;10.0
234;primary;1;0.0;0;9235.0;46.0;0;1;11.0
235;higher;0;1.0;1;8373.0;57.0;0;0;
236;higher;1;0.0;0;10333.0;49.0;0;1;12.0
237;higher;1;1.0;0;11970.0;38.0;0;1;
238;higher;0;0.0;0;6945.0;37.0;0;0;
239;primary;1;1.0;0;10749.0;43.0;0;1;13.0
240;higher;1;0.0;0;9161.0;41.0;0;0;6.0
241;secondary;1;0.0;0;7512.0;56.0;0;0;12.0
242;primary;1;1.0;0;7275.0;57.0;0;0;4.0
243;higher;1;1.0;1;8986.0;45.0;0;1;13.0
244;secondary;0;0.0;0;7393.0;47.0;0;1;6.0
245;secondary;1;0.0;0;9600.0;63.0;0;0;8.0
246;higher;1;1.0;0;5433.0;41.0;1;1;11.0
247;secondary;0;0.0;1;11760.0;62.0;0;1;5.0
248;secondary;1;0.0;0;7663.0;49.0;0;0;3.0
249;higher;1;1.0;1;8268.0;45.0;1;1;10.0
250;secondary;1;0.0;0;6726.0;39.0;0;1;12.0
251;higher;0;1.0;1;8213.0;37.0;0;0;6.0
252;secondary;0;0.0;1;7892.0;61.0;0;0;9.0
253;secondary;1;1.0;0;6254.0;52.0;0;1;
254;primary;0;0.0;0;8220.0;60.0;0;0;11.0
255;higher;1;1.0;1;9742.0;42.0;1;1;11.0
256;higher;0;1.0;1;6915.0;46.0;0;1;11.0
257;secondary;0;1.0;0;8986.0;58.0;0;0;11.0
258;secondary;1;1.0;0;10407.0;52.0;0;0;10.0
259;primary;1;0.0;1;7084.0;46.0;1;0;10.0
260;higher;1;1.0;0;9501.0;55.0;0;0;34.0
261;secondary;0;1.0;1;11107.0;54.0;0;1;8.0
262;primary;0;1.0;0;7792.0;64.0;0;0;10.0
263;primary;1;1.0;0;11049.0;42.0;0;1;9.0
264;secondary;1;0.0;1;9555.0;48.0;0;1;
265;primary;1;0.0;0;10360.0;55.0;0;1;10.0
266;higher;1;1.0;1;4716.0;63.0;0;1;3.0
267;primary;1;1.0;0;7096.0;59.0;0;1;7.0
268;higher;1;0.0;0;11527.0;;0;1;4.0
269;secondary;0;1.0;0;7035.0;49.0;0;1;10.0
270;higher;0;1.0;1;7916.0;46.0;1;1;13.0
271;higher;1;1.0;1;8083.0;46.0;1;1;
272;higher;1;1.0;1;5396.0;30.0;1;1;
273;secondary;1;1.0;0;9428.0;49.0;0;1;7.0
274;secondary;1;1.0;1;6858.0;53.0;0;1;2.0
275;primary;0;0.0;1;10182.0;45.0;0;1;3.0
276;secondary;0;1.0;1;7680.0;55.0;0;1;11.0
277;secondary;0;0.0;1;6514.0;43.0;0;1;13.0
278;higher;1;0.0;1;9569.0;55.0;0;1;8.0
279;secondary;1;1.0;1;11197.0;65.0;0;1;1.0
280;secondary;1;1.0;1;5755.0;44.0;0;1;10.0
281;primary;0;1.0;1;6121.0;45.0;0;0;
282;primary;0;1.0;1;7931.0;57.0;1;1;11.0
283;higher;1;0.0;1;9600.0;47.0;0;1;10.0
284;secondary;1;1.0;0;7817.0;56.0;0;1;12.0
285;higher;1;0.0;1;7640.0;43.0;0;1;
286;primary;1;0.0;0;9671.0;44.0;0;0;4.0
287;higher;1;1.0;0;14129.0;43.0;0;0;
288;secondary;1;1.0;1;7434.0;48.0;1;1;39.0
289;higher;1;1.0;1;10626.0;46.0;0;1;38.0
290;secondary;1;0.0;0;9859.0;58.0;1;0;6.0
291;secondary;0;0.0;0;;55.0;0;0;
292;higher;1;0.0;0;7179.0;43.0;0;1;8.0
293;secondary;1;1.0;0;8042.0;48.0;0;1;8.0
294;higher;1;1.0;1;7721.0;53.0;0;1;7.0
295;primary;1;1.0;0;9970.0;41.0;1;0;12.0
296;primary;1;1.0;0;6857.0;;0;1;6.0
297;secondary;0;1.0;0;7081.0;37.0;1;1;1.0
298;secondary;1;0.0;0;11535.0;51.0;0;1;3.0
299;primary;1;0.0;0;6067.0;49.0;0;0;
300;primary;1;0.0;1;5342.0;37.0;1;1;8.0
301;higher;1;0.0;0;7183.0;56.0;0;0;9.0
302;secondary;1;0.0;1;5978.0;;1;1;6.0
303;higher;1;1.0;0;12573.0;40.0;0;1;14.0
304;primary;1;1.0;1;5896.0;55.0;0;1;11.0
305;primary;0;;1;6887.0;18.0;1;0;3.0
306;higher;0;1.0;1;8141.0;53.0;0;1;8.0
307;higher;1;1.0;0;13773.0;50.0;0;0;12.0
308;secondary;1;0.0;1;6701.0;58.0;0;1;12.0
309;primary;0;0.0;1;11129.0;50.0;0;0;13.0
310;higher;1;0.0;0;7143.0;69.0;0;1;5.0
311;higher;1;1.0;1;6006.0;46.0;0;1;12.0
312;higher;1;0.0;1;8031.0;52.0;0;1;
313;higher;0;1.0;0;7867.0;53.0;0;1;8.0
314;secondary;1;1.0;0;10836.0;55.0;1;0;4.0
315;higher;1;1.0;0;12320.0;43.0;0;1;6.0
316;higher;1;1.0;0;6902.0;48.0;0;1;6.0
317;higher;1;1.0;0;7668.0;46.0;0;1;
318;primary;0;1.0;0;10976.0;52.0;0;1;12.0
319;primary;1;1.0;0;7906.0;48.0;0;1;0.0
320;secondary;1;1.0;0;11387.0;50.0;0;1;12.0
321;higher;1;1.0;1;6609.0;36.0;1;1;6.0
322;higher;1;1.0;0;8804.0;58.0;0;1;15.0
323;secondary;0;0.0;1;4861.0;53.0;0;1;7.0
324;secondary;0;1.0;0;6373.0;30.0;1;1;7.0
325;secondary;0;1.0;0;8689.0;54.0;0;0;10.0
326;higher;0;1.0;1;10890.0;44.0;0;1;9.0
327;secondary;1;1.0;0;6153.0;45.0;0;1;8.0
328;higher;1;0.0;0;10644.0;55.0;0;1;0.0
329;secondary;0;1.0;1;5912.0;47.0;1;0;12.0
330;secondary;1;0.0;1;12168.0;51.0;0;1;11.0
331;higher;1;0.0;0;7478.0;56.0;0;1;
332;secondary;0;1.0;0;6394.0;48.0;1;1;1.0
333;higher;1;1.0;1;10024.0;50.0;0;1;8.0
334;secondary;0;1.0;0;6671.0;56.0;0;1;9.0
335;secondary;0;1.0;0;8662.0;52.0;0;1;11.0
336;higher;1;0.0;0;5143.0;49.0;0;1;9.0
337;higher;0;1.0;1;6505.0;37.0;1;1;10.0
338;secondary;1;1.0;0;8500.0;50.0;0;1;5.0
339;primary;1;0.0;1;8522.0;43.0;0;1;13.0
340;primary;1;1.0;0;8085.0;57.0;1;1;1.0
341;secondary;0;0.0;0;7302.0;50.0;0;1;5.0
342;higher;1;;0;8046.0;66.0;0;1;11.0
343;secondary;1;1.0;1;10541.0;54.0;0;1;8.0
344;secondary;0;0.0;0;6028.0;53.0;0;1;7.0
345;secondary;1;1.0;0;7833.0;56.0;0;1;
346;secondary;1;1.0;0;6919.0;49.0;0;1;5.0
347;primary;1;1.0;0;9948.0;57.0;0;0;10.0
348;secondary;1;1.0;0;10766.0;51.0;0;1;4.0
349;secondary;0;0.0;1;8934.0;51.0;0;1;11.0
350;primary;1;1.0;0;6836.0;45.0;0;1;5.0
351;secondary;1;1.0;1;5747.0;40.0;1;1;10.0
352;higher;0;0.0;0;9007.0;44.0;0;0;
353;secondary;1;0.0;1;;64.0;0;1;6.0
354;higher;1;1.0;0;8373.0;49.0;0;0;3.0
355;higher;1;0.0;1;6646.0;55.0;0;1;12.0
356;higher;1;1.0;0;8661.0;62.0;1;0;4.0
357;secondary;0;0.0;0;6884.0;59.0;0;1;5.0
358;higher;1;0.0;1;9382.0;60.0;0;1;6.0
359;secondary;0;1.0;0;12751.0;58.0;0;1;8.0
360;secondary;1;1.0;0;7452.0;49.0;1;1;14.0
361;higher;0;1.0;0;8218.0;53.0;0;0;6.0
362;secondary;0;0.0;0;12517.0;37.0;0;1;2.0
363;secondary;0;1.0;0;9358.0;47.0;0;1;9.0
364;primary;1;1.0;1;12019.0;58.0;0;1;0.0
365;secondary;1;1.0;0;9669.0;61.0;1;1;1.0
366;secondary;1;1.0;0;5862.0;55.0;0;0;7.0
367;primary;1;1.0;1;;46.0;0;1;9.0
368;primary;0;1.0;0;7625.0;47.0;0;1;5.0
369;secondary;0;0.0;0;11178.0;47.0;0;1;14.0
370;secondary;1;1.0;0;12250.0;49.0;0;1;36.0
371;higher;1;1.0;0;6527.0;48.0;0;1;7.0
372;secondary;0;0.0;0;6999.0;57.0;0;0;6.0
373;primary;1;1.0;1;12414.0;53.0;0;0;10.0
374;primary;1;1.0;0;6781.0;60.0;0;1;
375;higher;0;0.0;0;7341.0;59.0;0;1;
376;primary;1;1.0;1;10905.0;49.0;0;1;12.0
377;primary;0;0.0;1;14287.0;52.0;0;1;9.0
378;higher;0;1.0;0;10341.0;54.0;0;1;11.0
379;higher;0;1.0;1;7633.0;42.0;1;1;12.0
380;primary;1;1.0;0;12441.0;50.0;0;1;5.0
381;primary;0;1.0;1;8406.0;52.0;1;1;9.0
382;higher;0;1.0;0;11854.0;49.0;1;1;
383;higher;0;0.0;0;9662.0;51.0;0;1;10.0
384;primary;0;0.0;0;9694.0;;0;1;8.0
385;primary;1;1.0;0;8320.0;54.0;0;1;4.0
386;higher;1;0.0;0;9993.0;57.0;0;1;2.0
387;primary;1;0.0;1;7018.0;55.0;0;1;
388;primary;0;0.0;0;6775.0;52.0;0;0;7.0
389;primary;0;1.0;0;9864.0;53.0;0;1;6.0
390;secondary;1;0.0;0;10408.0;48.0;0;0;11.0
391;higher;1;;0;10554.0;44.0;0;1;11.0
392;primary;1;0.0;0;11820.0;54.0;0;1;2.0
393;higher;1;1.0;0;6943.0;54.0;0;0;4.0
394;higher;1;1.0;0;7764.0;49.0;0;1;9.0
395;secondary;1;1.0;0;12012.0;45.0;0;1;
396;secondary;1;1.0;0;8593.0;50.0;1;0;10.0
397;secondary;1;0.0;0;8238.0;33.0;1;0;5.0
398;secondary;1;1.0;0;12148.0;56.0;0;0;8.0
399;primary;1;1.0;0;6712.0;51.0;0;1;5.0
400;primary;0;0.0;0;9237.0;54.0;0;1;12.0
401;higher;1;0.0;0;10966.0;42.0;0;1;18.0
402;secondary;0;1.0;1;11979.0;58.0;0;1;10.0
403;higher;0;1.0;0;7931.0;60.0;0;1;2.0
404;higher;0;0.0;0;8789.0;57.0;0;1;11.0
405;secondary;0;1.0;0;8343.0;54.0;0;1;
406;secondary;0;0.0;1;;53.0;0;0;11.0
407;secondary;1;1.0;0;11433.0;50.0;0;1;3.0
408;higher;1;1.0;0;6607.0;41.0;0;1;8.0
409;higher;1;0.0;0;8114.0;52.0;0;1;1.0
410;higher;0;1.0;1;6796.0;62.0;0;1;1.0
411;higher;1;0.0;0;11871.0;43.0;0;1;5.0
412;higher;1;1.0;0;10825.0;47.0;0;0;10.0
413;higher;0;0.0;0;7642.0;48.0;0;1;11.0
414;secondary;0;1.0;1;11763.0;56.0;0;1;1.0
415;secondary;0;1.0;0;6460.0;57.0;0;0;11.0
416;primary;1;1.0;0;7014.0;47.0;0;1;13.0
417;higher;1;1.0;0;4946.0;35.0;1;1;8.0
418;primary;0;0.0;0;7652.0;62.0;0;1;12.0
419;higher;1;1.0;1;11298.0;48.0;1;0;4.0
420;primary;0;0.0;0;6904.0;61.0;0;1;7.0
421;secondary;1;0.0;0;7270.0;49.0;0;1;7.0
422;higher;1;1.0;1;7496.0;55.0;0;1;3.0
423;secondary;0;1.0;0;10182.0;55.0;0;0;13.0
424;secondary;0;0.0;1;10218.0;54.0;0;1;9.0
425;secondary;1;0.0;0;;53.0;0;1;0.0
426;primary;1;1.0;0;6697.0;55.0;0;1;0.0
427;higher;1;0.0;1;8605.0;59.0;0;1;9.0
428;secondary;0;0.0;0;11382.0;44.0;0;1;10.0
429;primary;0;1.0;1;6987.0;54.0;0;1;12.0
430;primary;1;0.0;0;6269.0;50.0;0;1;7.0
431;secondary;0;0.0;0;6555.0;42.0;1;0;9.0
432;secondary;0;0.0;0;10501.0;42.0;0;1;7.0
433;higher;1;1.0;1;9016.0;47.0;0;0;10.0
434;primary;1;0.0;1;10036.0;54.0;0;0;11.0
435;higher;1;0.0;1;11601.0;48.0;0;1;2.0
436;secondary;1;0.0;0;;54.0;0;1;
437;primary;1;1.0;0;10437.0;45.0;0;1;
438;primary;0;0.0;1;5243.0;52.0;0;1;7.0
439;higher;0;0.0;0;5877.0;55.0;0;1;11.0
440;primary;1;0.0;1;8959.0;49.0;0;1;12.0
441;higher;1;0.0;1;5409.0;60.0;0;1;6.0
442;higher;1;0.0;1;8852.0;65.0;0;1;11.0
443;secondary;0;1.0;0;8520.0;50.0;0;1;4.0
444;secondary;1;1.0;1;;33.0;0;0;11.0
445;secondary;0;;1;7897.0;55.0;0;1;4.0
446;primary;1;1.0;0;10597.0;54.0;0;1;7.0
447;higher;0;1.0;0;5668.0;45.0;0;1;12.0
448;primary;0;0.0;0;3974.0;48.0;0;0;12.0
449;higher;1;0.0;0;5676.0;47.0;0;1;9.0
450;higher;1;0.0;0;8650.0;40.0;0;1;13.0
451;higher;0;1.0;0;5101.0;31.0;1;1;17.0
452;higher;1;0.0;0;11694.0;62.0;0;0;13.0
453;higher;1;1.0;1;7058.0;54.0;1;1;11.0
454;higher;1;1.0;0;7016.0;61.0;0;1;0.0
455;primary;0;0.0;0;7023.0;59.0;0;1;4.0
456;primary;1;0.0;0;7125.0;58.0;0;1;5.0
457;higher;1;0.0;1;10217.0;51.0;0;1;
458;primary;1;0.0;0;9416.0;54.0;1;1;10.0
459;higher;1;0.0;0;7103.0;57.0;0;1;13.0
460;higher;1;0.0;0;7353.0;63.0;0;1;11.0
461;higher;1;1.0;0;10337.0;47.0;0;1;2.0
462;primary;1;0.0;0;13058.0;52.0;0;0;11.0
463;primary;0;0.0;0;10233.0;57.0;0;1;9.0
464;secondary;0;1.0;0;9901.0;61.0;0;1;
