session_id;lon;lat
385682;16.310288;52.977997
976139;16.349903;52.978925
272792;16.305691;52.965321
112274;16.337464;52.920888
861586;16.337415;52.94242
807435;16.356122;52.939836
314178;16.289537;53.041768
116764;16.279792;52.95119
25219;16.318475;52.95628
815586;21.169418;51.531613
761991;21.188917;51.546017
969085;21.183881;51.540949
556152;21.150283;51.475766
770472;21.108541;51.43978
683824;21.166756;51.561111
781176;21.163141;51.444947
925182;21.122732;51.4512
343393;21.179188;51.431848
104616;21.171273;51.429424
123352;21.223171;51.447307
244807;21.19859;51.48742
20681;21.139884;51.484831
246260;21.138522;51.513351
275659;21.121121;51.48768
400347;21.147276;51.536633
886493;21.215996;51.477762
494302;21.159387;51.471534
620147;21.17792;51.471714
686943;21.173346;51.460162
18299;21.154526;51.485176
491405;21.174815;51.483759
912052;21.160771;51.451336
700353;21.195791;51.409904
131182;21.122062;51.388332
747066;21.143482;51.462903
266418;19.635363;52.534072
995457;19.691208;52.51889
888794;19.682766;52.561118
861308;19.657469;52.508941
786300;19.708871;52.545095
994750;19.645284;52.55532
350763;19.685229;52.489373
853146;19.688031;52.534693
61158;19.671476;52.552655
595916;19.719795;52.554793
377807;19.638554;52.526074
320941;19.654457;52.49427
902067;19.653009;52.53811
484617;19.63457;52.575072
452144;19.947234;49.788419
464651;19.891313;49.769992
56206;19.884771;49.732658
521997;19.939604;49.784866
578119;19.857431;49.826592
28782;19.899299;49.78236
175641;19.884256;49.766698
747986;19.904604;49.825144
481165;19.875831;49.8689
98139;19.903494;49.84742
257645;19.895213;49.724018
362684;19.868272;49.825541
136378;19.88844;49.768489
860549;19.84831;49.848586
49487;19.860123;49.816242
974813;19.903478;49.895816
808253;19.877694;49.866796
198203;19.927817;49.862602
973572;19.857065;49.71929
882060;19.930483;49.847756
404909;19.947059;49.888652
823100;19.865649;49.848553
973195;19.898397;49.878867
679945;19.849487;49.803854
819608;19.913192;49.838267
197228;19.888571;49.840098
364278;19.963775;49.797133
75098;19.862622;49.799771
536025;19.865189;49.792913
626922;21.319373;49.988349
65755;21.407933;49.998494
573964;21.407627;50.004084
708453;21.363722;50.074746
388342;21.382699;50.04726
360517;21.375149;50.069161
667349;21.385692;50.067825
477019;21.363977;50.023926
1137;21.365313;50.045177
417384;21.412418;49.985213
715740;21.332064;50.029202
537048;21.383774;50.04124
606184;21.420185;50.059226
749171;21.403391;50.010299
168418;19.328561;50.191398
294421;19.318016;50.231036
735826;19.275842;50.199667
515447;19.281217;50.249429
653373;19.325757;50.304434
667600;19.261794;50.237317
72896;19.29767;50.263377
163730;19.301556;50.23618
694020;19.355134;50.228312
474063;19.316364;50.210857
510890;19.313769;50.30389
663201;19.286358;50.230368
175814;19.273335;50.234061
172881;19.299552;50.2859
142458;19.324096;50.273038
355100;19.270555;50.197928
231245;19.321908;50.189568
995577;19.294052;50.289092
126084;19.272018;50.223652
897220;19.330149;50.297361
391958;19.251391;50.260328
759618;19.305427;50.168884
223868;19.286334;50.219691
670543;19.365492;50.207509
926381;19.291759;50.29284
63006;19.28122;50.207934
738654;20.035109;51.56681
899029;20.07133;51.61184
787308;20.044824;51.550028
862030;20.090896;51.5416
841520;20.099934;51.523255
526136;20.062772;51.504817
910673;20.042561;51.580428
982269;20.060586;51.576488
203167;20.07699;51.567046
421247;20.061264;51.521994
486317;20.108954;51.46546
958710;20.085523;51.587782
667186;20.05382;51.562877
416469;20.035837;51.559727
167677;20.047053;51.436058
87004;20.081963;51.500429
567388;20.072804;51.537163
293826;16.628858;50.773638
873206;16.55675;50.706388
47027;16.615284;50.804733
767946;16.624272;50.683617
315149;16.566527;50.68817
57508;16.604499;50.685568
923945;16.617788;50.735966
510129;16.591635;50.676616
444394;16.590881;50.698894
282471;16.562191;50.658554
844073;16.637551;50.746347
160830;16.631226;50.765962
8056;16.631342;50.752332
781571;16.610548;50.701979
825897;16.665017;50.693059
823683;16.579334;50.679384
944553;16.645803;50.797031
201464;16.601678;50.72389
122190;16.659092;50.72006
150800;16.652554;50.714405
414227;20.604681;50.018453
913361;20.682929;49.966097
13020;20.590159;50.027346
117376;20.631353;50.032866
828509;20.6316;49.982051
567507;20.5955;49.971289
761297;20.634585;50.059117
72408;20.626923;49.963852
669266;20.657217;50.003257
789482;20.663284;49.994133
817010;20.622041;49.986531
601450;20.615345;50.003446
344169;20.623533;49.959964
128291;20.633786;49.94322
97312;20.599231;50.030673
47052;20.686198;49.945911
249240;20.617485;49.958611
406531;15.395092;51.859772
529648;15.375403;51.781577
654420;15.364221;51.845572
345058;15.383265;51.838369
898167;15.403006;51.915568
739174;15.317867;51.825533
433553;15.378322;51.793013
180324;15.420994;51.833334
223823;15.405115;51.820374
768506;15.396227;51.842888
865339;15.399256;51.873065
27653;15.412352;51.904237
511596;15.413526;51.836805
432775;15.389994;51.839451
851758;15.451065;51.900301
7066;15.409929;51.812771
51346;15.415361;51.755327
394970;16.732437;52.452528
242671;16.695842;52.480145
726679;16.767342;52.447615
132611;16.76635;52.414491
524050;16.783842;52.493733
833375;16.752308;52.540399
155966;16.820947;52.55902
672397;16.774221;52.497676
399885;16.730754;52.414705
68148;16.731724;52.475409
724033;16.721746;52.548348
271010;16.764981;52.465596
220692;16.7859;52.468185
485486;16.721323;52.461212
266568;16.728136;52.43551
168642;16.797496;52.485407
635589;16.699921;52.439779
856327;16.784863;52.49918
581833;16.762494;52.508939
993455;16.692568;52.383388
249527;16.756568;52.523706
518392;16.756178;52.457531
682572;16.758756;52.495086
744717;16.740887;52.428513
161510;16.759019;52.424281
467031;16.749538;52.478468
632351;16.748601;52.430787
118141;16.776053;52.470623
68285;16.722909;52.483203
102252;16.881748;51.175004
506752;16.840491;51.090964
616290;16.822605;51.176734
58064;16.813544;51.187786
573650;16.870761;51.108497
219788;16.785741;51.218273
512708;16.88526;51.163436
33767;16.851082;51.199592
711090;16.81915;51.237035
865237;16.839961;51.130172
176988;16.887206;51.173481
301029;16.793913;51.177682
9835;16.824291;51.20767
4069;16.884676;51.211827
835536;16.796425;51.183843
717270;16.797151;51.243029
229878;16.785676;51.204392
726147;16.854497;51.180625
528731;16.786379;51.188356
415411;16.782154;51.117698
705108;16.788237;51.112266
47520;16.818851;51.222116
889560;16.814142;51.195336
164647;16.845779;51.153328
850729;16.802501;51.215893
54505;16.839076;51.176839
268144;16.748691;51.176853
78611;14.767836;53.401166
881056;14.740721;53.416282
268105;14.745042;53.457566
28235;14.800816;53.420796
454252;14.864311;53.448865
876457;14.766446;53.414085
577266;14.83467;53.358468
42542;14.782298;53.423532
879689;14.760027;53.45582
812530;14.781094;53.402548
599233;14.80392;53.532919
825526;14.79602;53.442208
601116;16.70935;52.429731
15202;16.732994;52.454044
890248;16.711747;52.488355
656604;16.751723;52.491137
894542;16.743452;52.47033
868466;16.763315;52.464942
913113;16.752418;52.4361
756659;16.756104;52.446006
723383;16.784845;52.433431
835383;16.776415;52.468355
452518;16.731234;52.433974
824715;16.745293;52.410675
198028;16.66099;52.53504
989247;16.797623;52.523518
104502;16.745921;52.436528
666634;16.786318;52.508853
768423;16.7574;52.519077
700475;16.749472;52.429868
46229;16.779507;52.426979
148367;16.73168;52.487409
9917;15.614621;51.935866
534590;15.617843;51.863277
211181;15.619749;51.983597
572348;15.648643;51.910594
483679;15.593463;51.957474
168646;15.617126;51.97904
955362;15.615904;51.957502
642245;15.643049;51.995165
806082;15.63268;51.933568
725185;15.634327;51.920797
325119;15.637288;51.913059
609994;15.547584;51.961312
130130;15.671671;52.002284
350134;15.592079;51.929057
560176;15.637754;51.988741
843600;15.652143;51.955599
952017;15.630569;51.875416
875226;15.635258;51.997639
216778;15.596767;51.94874
789999;15.580621;51.889627
547106;15.547985;51.977321
754697;15.612858;51.952506
110641;17.769663;50.702733
52761;17.800637;50.736825
60211;17.781723;50.786298
527457;17.801176;50.783207
879997;17.79849;50.75573
4933;17.801812;50.780993
30328;17.858074;50.789508
45957;17.793229;50.704389
938051;17.804275;50.736478
930438;17.801658;50.764144
858053;17.792689;50.754136
902993;17.744028;50.794805
227370;17.74443;50.720758
817653;17.845881;50.784855
736573;19.709697;52.476299
440287;19.673792;52.512062
198298;19.66116;52.603676
392123;19.644662;52.590347
629689;19.662848;52.466711
786129;19.682061;52.575357
230514;19.738075;52.472181
180194;19.669031;52.54554
696506;19.621728;52.624391
349277;19.699608;52.55664
301863;19.628327;52.577504
42549;19.668529;52.618858
556449;19.63904;52.559899
31627;19.683306;52.588659
565110;19.6492;52.589498
884015;19.663984;52.491411
255714;19.693379;52.548293
362220;19.679339;52.607388
818932;19.66079;52.586118
463605;19.67494;52.624341
766228;19.679578;52.560709
918821;19.613498;52.525725
312280;19.691396;52.475547
164009;19.677446;52.535983
225972;16.746839;52.414346
464382;16.792131;52.384859
466969;16.751983;52.399756
812486;16.712506;52.320987
882823;16.768193;52.464875
253848;16.767568;52.441735
651871;16.808407;52.396073
862573;16.751696;52.416086
661135;16.793924;52.3434
222145;16.78537;52.402587
441008;16.755416;52.443714
1162;16.74357;52.447882
733468;16.814687;52.374992
517444;16.767067;52.416661
117984;16.777118;52.384035
570719;16.815212;52.429208
671232;16.766701;52.3909
175459;16.782299;52.432817
649072;16.769404;52.387325
845057;16.75928;52.404137
585532;18.519059;53.075638
400000;18.550207;53.017513
130785;18.547315;53.051207
327203;18.477195;53.028679
340997;18.460161;53.024713
976635;18.460616;53.047047
305052;18.515284;53.101521
660482;18.562099;53.056562
553586;18.552809;53.078102
549212;18.504002;53.055902
388321;18.511861;53.00831
405212;18.500689;53.040942
31330;18.477169;53.038334
560994;18.478325;53.021853
117983;18.526056;53.002257
779272;18.458893;53.024317
15114;18.509757;53.020047
42381;18.490829;53.058466
665763;18.481356;53.075796
658714;18.504474;52.974005
207571;18.489558;53.065887
546385;18.517808;53.031384
229855;18.538248;53.060369
897946;18.519793;53.063745
701594;18.485401;53.019366
291417;18.497975;53.01067
397873;18.536615;53.045062
981951;18.468433;53.115526
565904;22.419779;51.854305
777009;22.425829;51.868826
633835;22.437673;51.864494
938350;22.447288;51.864974
501009;22.409509;51.863475
136553;22.430155;51.925383
675642;22.453488;51.953523
100389;22.393211;51.904441
928643;22.414522;51.863758
761194;22.434193;51.901483
575917;22.387545;51.967015
919662;22.429875;51.89916
246316;22.393248;51.949155
154725;22.44373;51.917159
15555;20.048721;51.514181
617312;19.986334;51.526922
243725;20.004361;51.502081
787873;20.026992;51.430844
615215;20.086508;51.475262
110057;20.017064;51.515034
819349;20.015782;51.528988
839347;20.014636;51.468819
483644;20.017087;51.4589
718001;19.981758;51.521303
168332;20.008919;51.476772
370539;20.009488;51.537006
762335;19.99849;51.509312
679690;20.03304;51.518451
978588;20.073044;51.522618
388470;20.081278;51.511101
800000;20.065901;51.521239
655452;20.070411;51.540939
520546;20.027645;51.568002
621575;20.019748;51.604976
265877;20.038765;51.522965
336227;20.012179;51.484343
544009;20.036171;51.486187
414615;20.020297;51.507108
174552;20.011262;51.531411
589555;17.992404;53.181976
498257;17.912538;53.146105
592773;17.954962;53.125112
810154;17.952637;53.080114
47230;17.945039;53.117994
93550;17.97649;53.129168
521864;17.990237;53.125725
541067;17.948054;53.100392
940990;17.99055;53.095064
315507;17.946881;53.146372
334794;17.992343;53.062767
372529;17.988448;53.099622
666948;17.962198;53.075577
65302;18.018139;53.107651
384339;18.024246;53.063751
761348;17.978848;53.077467
415158;17.996264;53.088264
252065;17.987434;53.062484
973058;18.010938;53.097455
765070;17.983016;53.150895
772625;17.959779;53.131333
984368;17.962752;53.137679
349879;14.168067;53.781549
308568;14.22076;53.745601
782172;14.159654;53.760218
820254;14.198722;53.754138
655225;14.22789;53.754487
530131;14.236589;53.707532
334717;14.172264;53.822873
606001;14.19934;53.769248
184987;14.139668;53.787376
926497;14.205258;53.801272
871521;14.186526;53.711513
807864;14.153658;53.741863
285310;14.187355;53.68904
382506;14.257596;53.736298
106739;14.213455;53.795461
342724;18.863295;50.22194
215205;18.826917;50.261919
148347;18.901033;50.235221
305109;18.846313;50.193972
537629;18.825097;50.224023
6734;18.850306;50.240471
15708;18.877757;50.349044
799848;18.886337;50.167312
864236;18.816687;50.248751
569860;18.867655;50.190766
890820;18.844003;50.21467
209586;18.868022;50.318175
623673;18.838577;50.197809
55828;18.921794;50.249964
765379;18.844668;50.219894
864471;18.901252;50.197992
845446;20.594693;49.661481
299532;20.569072;49.689115
670324;20.598954;49.629695
705683;20.540463;49.619281
870491;20.571898;49.638001
16251;20.586065;49.667181
543546;20.618726;49.633509
229964;20.552715;49.705174
483819;20.627108;49.648696
18119;20.576197;49.633328
572451;20.597204;49.728461
307500;20.550164;49.655062
272350;20.604372;49.64479
591795;20.587144;49.702884
544719;20.58567;49.716071
256957;20.600017;49.651753
407085;20.558439;49.638068
261564;20.561964;49.619039
37859;20.591885;49.716586
613400;20.599203;49.685354
570837;20.58201;49.60398
678307;20.592076;49.608859
232637;20.602468;49.692338
360817;20.544917;49.649539
933717;19.289816;50.24218
837496;19.318065;50.228741
916138;19.309197;50.364478
838626;19.342373;50.270061
250357;19.278588;50.251172
928467;19.309073;50.280825
362862;19.336565;50.250994
491430;19.321826;50.279061
551344;19.355617;50.295014
317501;19.320714;50.231819
338605;19.294112;50.244513
443468;19.311115;50.282796
4187;19.298185;50.221328
658747;19.32106;50.156471
397132;19.316123;50.267607
670274;19.353668;50.292837
905040;19.368003;50.272924
958872;19.313946;50.241247
412829;19.323146;50.245735
386112;19.302124;50.240856
614860;19.343572;50.280296
676860;19.350661;50.267964
12764;19.288038;50.305024
248061;19.322441;50.307057
472464;22.067399;50.125577
183407;22.086863;50.160419
726151;22.131499;50.070832
433331;22.087804;50.176419
792549;22.089668;50.049885
515409;22.132128;50.159164
436725;22.107568;50.170915
36725;22.07545;50.082789
196658;22.096467;50.143312
313848;22.086745;50.055192
722184;22.151276;50.088066
89700;22.125751;50.055113
475784;22.074235;50.084268
446412;22.132742;50.081001
655697;22.107341;50.058209
782722;22.05583;50.145819
345124;22.102961;50.114322
70143;22.070725;50.101213
626114;22.126575;50.153742
52003;22.095111;50.135767
231695;22.146475;50.108651
733846;22.088618;50.101696
599663;19.015942;50.116092
385325;19.066499;50.136573
552243;19.078142;50.136405
178566;19.035747;50.155537
790469;19.014778;50.151042
476933;19.015785;50.212585
849421;19.077296;50.116471
179478;19.019552;50.084386
314075;18.968782;50.115997
707344;19.0102;50.105668
420871;19.111138;50.147829
79171;19.082713;50.177161
74116;19.007725;50.178769
427302;19.030076;50.133118
532452;19.057785;50.118704
656051;19.050401;50.094382
400699;19.013393;50.172373
891273;19.074546;50.116499
692901;19.051659;50.156246
124516;18.993695;50.158392
714521;19.089557;50.134469
187864;19.08483;50.158598
379800;19.050481;50.159418
354880;19.114756;50.160445
841861;21.214943;51.342379
316758;21.22045;51.386632
947849;21.219363;51.349144
218863;21.272804;51.332162
762325;21.239988;51.318057
568245;21.180535;51.405329
953125;21.239859;51.414779
948988;21.200574;51.295468
752036;21.250214;51.462875
187436;21.286569;51.335351
341314;21.283737;51.326472
932116;21.199173;51.387618
775518;21.267063;51.411497
526797;21.243895;51.430531
406783;21.260021;51.34001
370084;21.225441;51.280005
982665;21.250183;51.322873
939191;21.202057;51.383962
770014;21.202944;51.372891
140156;21.209148;51.307395
680220;21.162204;51.317062
128956;21.212194;51.406201
22655;21.239964;51.381166
325792;21.191993;51.419122
318168;21.273882;51.383448
605150;21.184293;51.371096
627356;21.247646;51.366984
219066;21.217182;51.336309
756955;21.269266;51.386371
53790;21.223873;51.341185
131974;18.606439;54.523506
702200;18.574298;54.452951
685034;18.569724;54.537113
536556;18.593505;54.572788
199798;18.558163;54.515883
482375;18.566359;54.574
797230;18.571908;54.520119
872048;18.576966;54.475162
590527;18.549252;54.450728
418122;18.595996;54.510852
542996;18.586835;54.547349
982092;18.511678;54.512199
299924;18.563691;54.477478
669414;18.582491;54.458532
849888;18.589427;54.44151
522112;19.669063;50.399955
203323;19.68266;50.416286
921846;19.63892;50.372336
309610;19.702032;50.388892
671549;19.724485;50.393264
300759;19.669233;50.466193
210314;19.701161;50.405172
99086;19.721731;50.398352
147908;19.693983;50.394115
683549;19.652681;50.414223
110600;19.654638;50.380164
816093;14.774202;53.484191
734277;14.75946;53.484197
415616;14.835892;53.561588
271998;14.815118;53.515464
475181;14.792204;53.543852
492404;14.787736;53.509829
629099;14.794945;53.529932
117430;14.770123;53.471378
10191;14.776444;53.526441
442341;14.764403;53.551975
908938;14.801055;53.562128
648016;21.018337;52.729401
132939;21.067373;52.766902
405211;20.995985;52.679581
442180;21.028568;52.732538
667133;21.01712;52.69869
946419;21.062443;52.725745
248319;21.032744;52.680182
25592;21.034921;52.717534
622015;21.036143;52.774931
305517;21.004765;52.70391
464253;21.027286;52.720471
808847;21.053234;52.711896
196923;21.032598;52.721276
950444;21.016747;52.759483
317993;21.046826;52.759248
129287;21.002925;52.726209
761384;21.056128;52.746999
69490;21.014344;52.673494
305799;21.033948;52.711557
658016;21.093307;52.791507
903315;21.062578;52.832699
955104;21.018317;52.784069
855211;21.037233;52.6925
730393;19.013566;50.267554
633448;19.01221;50.227026
36306;19.030141;50.105463
819924;18.984004;50.199974
918627;19.048879;50.212818
43323;19.050978;50.246539
151540;19.017446;50.184395
719199;19.050603;50.207513
866806;19.01684;50.247364
789243;19.048195;50.143926
838920;19.079829;50.121551
451655;19.037844;50.187673
218121;19.02535;50.136249
284731;19.030962;50.256159
377711;19.106256;50.124875
976722;19.05349;50.206078
900089;19.050645;50.208035
488796;19.036072;50.147642
237285;19.048624;50.173437
479140;19.015362;50.242243
856960;19.029449;50.189962
371737;19.016509;50.180341
978866;19.044624;50.209621
997246;18.978563;50.245667
636525;19.024819;50.175623
387815;17.995707;52.996322
435962;18.010374;52.964978
546288;17.981269;52.999374
249189;17.986296;53.114977
189621;18.001169;53.056227
88376;17.942227;53.044629
859560;18.014538;53.106878
345185;18.057131;53.061191
775379;18.023934;53.030228
633958;18.054306;53.028752
943657;18.026842;53.037059
772829;17.959901;53.042768
127956;17.954699;53.071373
536627;17.996987;53.039382
336441;18.012302;53.031058
933035;18.016852;53.121889
307282;18.008872;53.007875
451679;17.96287;53.000667
802252;20.676742;50.866905
204393;20.68685;50.747732
105255;20.701155;50.890687
852114;20.738908;50.828945
401101;20.679661;50.874707
150320;20.605276;50.866286
914580;20.708451;50.908219
